[2017-04-05T17:47:40+01:00] DEBUG: Current chef_repo_path is /root
<% end %>

<%- if node['nginx']['passenger']['nodejs'] %>
  passenger_nodejs <%= node['nginx']['passenger']['nodejs'] %>;
<% end %>
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/modules/passenger.conf.erb to tempfile /tmp/chef-rest20170405-7856-2xfh8a
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/default/modules/passenger.conf.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: GET /organizations/chef/file_store/repo/cookbooks/chef_nginx/templates/default/nxensite.erb
[2017-04-05T17:47:45+01:00] DEBUG: #<ChefZero::RestRequest:0x0000000343e4e8
 @env=
  {"SCRIPT_NAME"=>"",
   "SERVER_NAME"=>"localhost",
   "REQUEST_METHOD"=>"GET",
   "PATH_INFO"=>
    "/file_store/repo/cookbooks/chef_nginx/templates/default/nxensite.erb",
   "QUERY_STRING"=>nil,
   "SERVER_PORT"=>8889,
   "HTTP_HOST"=>"localhost:8889",
   "rack.url_scheme"=>"chefzero",
   "rack.input"=>#<StringIO:0x0000000343e5b0>},
 @rest_base_prefix=["organizations", "chef"],
 @rest_path=
  ["organizations",
   "chef",
   "file_store",
   "repo",
   "cookbooks",
   "chef_nginx",
   "templates",
   "default",
   "nxensite.erb"]>

[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
include authorized_ip;

server {
  listen <%= node['nginx']['status']['port'] %>;
  server_name _;

  location /nginx_status {
    if ($authorized_ip = no) {
      return 404;
    }
    stub_status on;
    access_log off;
  }

  location / {
    return 404;
  }
}
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/modules/nginx_status.erb to tempfile /tmp/chef-rest20170405-7856-phlvhe
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: #<ChefZero::RestRequest:0x00000004547460
 @env=
  {"SCRIPT_NAME"=>"",
   "SERVER_NAME"=>"localhost",
   "REQUEST_METHOD"=>"GET",
   "PATH_INFO"=>
    "/file_store/repo/cookbooks/chef_nginx/templates/default/nxdissite.erb",
   "QUERY_STRING"=>nil,
   "SERVER_PORT"=>8889,
   "HTTP_HOST"=>"localhost:8889",
   "rack.url_scheme"=>"chefzero",
   "rack.input"=>#<StringIO:0x000000045474b0>},
 @rest_base_prefix=["organizations", "chef"],
 @rest_path=
  ["organizations",
   "chef",
   "file_store",
   "repo",
   "cookbooks",
   "chef_nginx",
   "templates",
   "default",
   "nxdissite.erb"]>

[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
#!/bin/sh -e

SYSCONFDIR='<%= node['nginx']['dir'] %>'

if [ -z $1 ]; then
        echo "Which site would you like to disable?"
        echo -n "Your choices are: "
        ls $SYSCONFDIR/sites-enabled/* | \
        sed -e "s,$SYSCONFDIR/sites-enabled/,,g" | xargs echo
        echo -n "Site name? "
        read SITENAME
else
        SITENAME=$1
fi

if [ $SITENAME = "default" ]; then
        PRIORITY="000"
fi

if ! [ -e $SYSCONFDIR/sites-enabled/$SITENAME -o \
       -e $SYSCONFDIR/sites-enabled/"$PRIORITY"-"$SITENAME" ]; then
        echo "This site is already disabled, or does not exist!"
        exit 1
fi

if ! rm $SYSCONFDIR/sites-enabled/$SITENAME 2>/dev/null; then
        rm -f $SYSCONFDIR/sites-enabled/"$PRIORITY"-"$SITENAME"
fi
echo "Site $SITENAME disabled; reload nginx to disable."
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/default/modules/nginx_status.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
geoip_country <%= @country_dat %>;
<% if @city_dat -%>
geoip_city <%= @city_dat %>;
<% end -%>
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
#!/bin/sh

### BEGIN INIT INFO
# Provides:          nginx
# Required-Start:    $local_fs $remote_fs $network $syslog
# Required-Stop:     $local_fs $remote_fs $network $syslog
# Default-Start:     2 3 4 5
# Default-Stop:      0 1 6
# Short-Description: starts the nginx web server
# Description:       starts nginx using start-stop-daemon
### END INIT INFO

PATH=/usr/local/sbin:/usr/local/bin:/sbin:/bin:/usr/sbin:/usr/bin
DAEMON=<%= node['nginx']['binary'] %>
NAME=nginx
DESC=nginx
PID=<%= @pid_file %>

# Include nginx defaults if available
if [ -f /etc/default/nginx ]; then
	. /etc/default/nginx
fi

test -x $DAEMON || exit 0

set -e

. /lib/lsb/init-functions

test_nginx_config() {
	if $DAEMON -t $DAEMON_OPTS >/dev/null 2>&1; then
		return 0
	else
		$DAEMON -t $DAEMON_OPTS
		return $?
	fi
}

case "$1" in
	start)
		echo -n "Starting $DESC: "
		test_nginx_config
		# Check if the ULIMIT is set in /etc/default/nginx
		if [ -n "$ULIMIT" ]; then
			# Set the ulimits
			ulimit $ULIMIT
		fi
		start-stop-daemon --start --quiet --pidfile $PID \
		    --exec $DAEMON -- $DAEMON_OPTS || true
		echo "$NAME."
		;;

	stop)
		echo -n "Stopping $DESC: "
		start-stop-daemon --stop --quiet --pidfile $PID \
		    --exec $DAEMON || true
		echo "$NAME."
		;;

	restart|force-reload)
		echo -n "Restarting $DESC: "
		start-stop-daemon --stop --quiet --pidfile \
		    $PID --exec $DAEMON || true
		sleep 1
		test_nginx_config
		start-stop-daemon --start --quiet --pidfile \
		    $PID --exec $DAEMON -- $DAEMON_OPTS || true
		echo "$NAME."
		;;

	reload)
		echo -n "Reloading $DESC configuration: "
		test_nginx_config
		start-stop-daemon --stop --signal HUP --quiet --pidfile $PID \
		    --exec $DAEMON || true
		echo "$NAME."
		;;

	configtest|testconfig)
		echo -n "Testing $DESC configuration: "
		if test_nginx_config; then
			echo "$NAME."
		else
			exit $?
		fi
		;;

	status)
		status_of_proc -p $PID "$DAEMON" nginx && exit 0 || exit $?
		;;
	*)
		echo "Usage: $NAME {start|stop|restart|reload|force-reload|status|configtest}" >&2
		exit 1
		;;
esac

exit 0
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/debian/nginx.init.erb to tempfile /tmp/chef-rest20170405-7856-1i28a2
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/debian/nginx.init.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Creating directory /root/.chef/cookbooks/chef_nginx/templates/debian
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: GET /organizations/chef/file_store/repo/cookbooks/chef_nginx/templates/default/sv-nginx-log-run.erb
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/modules/http_geoip.conf.erb to tempfile /tmp/chef-rest20170405-7856-zgdvfy
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
<% node['nginx']['realip']['addresses'].each do |address| -%>
set_real_ip_from <%= address %>;
<% end -%>
real_ip_header <%= node['nginx']['realip']['header'] %>;
<% if node['nginx']['version'].to_f >= 1.2 -%>
real_ip_recursive <%= node['nginx']['realip']['real_ip_recursive'] %>;
<% end -%>
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/nxdissite.erb to tempfile /tmp/chef-rest20170405-7856-1xp57en
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/default/nxdissite.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/modules/http_realip.conf.erb to tempfile /tmp/chef-rest20170405-7856-g3o7yw
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
#!/bin/sh -e

SYSCONFDIR='<%= node['nginx']['dir'] %>'

if [ -z $1 ]; then
        echo "Which site would you like to enable?"
        echo -n "Your choices are: "
        ls $SYSCONFDIR/sites-available/* | \
        sed -e "s,$SYSCONFDIR/sites-available/,,g" | xargs echo
        echo -n "Site name? "
        read SITENAME
else
        SITENAME=$1
fi

if [ $SITENAME = "default" ]; then
        PRIORITY="000"
fi

if [ -e $SYSCONFDIR/sites-enabled/$SITENAME -o \
     -e $SYSCONFDIR/sites-enabled/"$PRIORITY"-"$SITENAME" ]; then
        echo "This site is already enabled!"
        exit 0
fi

if ! [ -e $SYSCONFDIR/sites-available/$SITENAME ]; then
        echo "This site does not exist!"
        exit 1
fi

if [ $SITENAME = "default" ]; then
        ln -sf $SYSCONFDIR/sites-available/$SITENAME \
               $SYSCONFDIR/sites-enabled/"$PRIORITY"-"$SITENAME"
else
        ln -sf $SYSCONFDIR/sites-available/$SITENAME $SYSCONFDIR/sites-enabled/$SITENAME
fi

echo "Site $SITENAME installed; reload nginx to enable."
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/nxensite.erb to tempfile /tmp/chef-rest20170405-7856-1g1rxbm
[2017-04-05T17:47:45+01:00] DEBUG: #<ChefZero::RestRequest:0x00000004635750
 @env=
  {"SCRIPT_NAME"=>"",
   "SERVER_NAME"=>"localhost",
   "REQUEST_METHOD"=>"GET",
   "PATH_INFO"=>
    "/file_store/repo/cookbooks/chef_nginx/templates/default/nginx.sysconfig.erb",
   "QUERY_STRING"=>nil,
   "SERVER_PORT"=>8889,
   "HTTP_HOST"=>"localhost:8889",
   "rack.url_scheme"=>"chefzero",
   "rack.input"=>#<StringIO:0x000000046357a0>},
 @rest_base_prefix=["organizations", "chef"],
 @rest_path=
  ["organizations",
   "chef",
   "file_store",
   "repo",
   "cookbooks",
   "chef_nginx",
   "templates",
   "default",
   "nginx.sysconfig.erb"]>

[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
NGINX_GLOBAL=<%= node['nginx']['global'] %>
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: Streaming download from chefzero://localhost:8889/file_store/repo/cookbooks/chef_nginx/templates/default/nginx.sysconfig.erb to tempfile /tmp/chef-rest20170405-7856-mnqann
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: content_encoding = ''               initializing noop stream deflator.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/default/nginx.sysconfig.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: #<ChefZero::RestRequest:0x00000004931cd8
 @env=
  {"SCRIPT_NAME"=>"",
   "SERVER_NAME"=>"localhost",
   "REQUEST_METHOD"=>"GET",
   "PATH_INFO"=>
    "/file_store/repo/cookbooks/chef_nginx/templates/default/modules/upload_progress.erb",
   "QUERY_STRING"=>nil,
   "SERVER_PORT"=>8889,
   "HTTP_HOST"=>"localhost:8889",
   "rack.url_scheme"=>"chefzero",
   "rack.input"=>#<StringIO:0x00000004931d28>},
 @rest_base_prefix=["organizations", "chef"],
 @rest_path=
  ["organizations",
   "chef",
   "file_store",
   "repo",
   "cookbooks",
   "chef_nginx",
   "templates",
   "default",
   "modules",
   "upload_progress.erb"]>

[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::ValidateContentLength::ContentLengthCounter#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP::StreamHandler calling Chef::HTTP::Decompressor::NoopInflater#handle_chunk
[2017-04-05T17:47:45+01:00] DEBUG: GET /organizations/chef/file_store/repo/cookbooks/chef_nginx/templates/default/plugins/ohai-nginx.rb.erb
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/default/modules/http_realip.conf.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_stream_complete
[2017-04-05T17:47:45+01:00] INFO: Storing updated cookbooks/chef_nginx/templates/default/modules/http_geoip.conf.erb in the cache.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONInput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::ValidateContentLength#handle_stream_complete
[2017-04-05T17:47:45+01:00] DEBUG: #<ChefZero::RestRequest:0x0000000328d3b0
 @env=
  {"SCRIPT_NAME"=>"",
   "SERVER_NAME"=>"localhost",
   "REQUEST_METHOD"=>"GET",
   "PATH_INFO"=>
    "/file_store/repo/cookbooks/chef_nginx/templates/default/sv-nginx-log-run.erb",
   "QUERY_STRING"=>nil,
   "SERVER_PORT"=>8889,
   "HTTP_HOST"=>"localhost:8889",
   "rack.url_scheme"=>"chefzero",
   "rack.input"=>#<StringIO:0x0000000328d400>},
 @rest_base_prefix=["organizations", "chef"],
 @rest_path=
  ["organizations",
   "chef",
   "file_store",
   "repo",
   "cookbooks",
   "chef_nginx",
   "templates",
   "default",
   "sv-nginx-log-run.erb"]>

[2017-04-05T17:47:45+01:00] DEBUG: 
--- RESPONSE (200) ---
#!/bin/sh
exec svlogd -tt ./main
--- END RESPONSE ---
[2017-04-05T17:47:45+01:00] DEBUG: HTTP server did not include a Content-Length header in response, cannot identify truncated downloads.
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::JSONOutput#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::CookieManager#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Decompressor#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::Authenticator#handle_request
[2017-04-05T17:47:45+01:00] DEBUG: Chef::HTTP calling Chef::HTTP::RemoteRequestID#handle_request
